unique_id,id,name,child_of_artifact,basis_name_id,component_basis,system,subfunction_type,function_id,subfunction_basis,sys_id,sys_name,sys_type,sys_type_name,mat_id,material_name,input_flow,input_flow_basis,child_of_flow_input,input_artifact,output_flow,output_flow_basis,child_of_flow_output,output_artifact,subfunction_tier,func_parent_heir_id,parent_teir,parent_subfunction,func_grandparent_heir_id,grandparent_teir,grand_parent_subfunction
6171,15230,nut 1,15231,160,nut-bolt,392,18,37912,couple,392,westbend electric wok,1,consumer,11,metal,5,solid,1,15238,5,solid,1,15211,2,17,1,connect,,,
6172,15231,bowl assembly,15216,175,assembly,392,,,,392,westbend electric wok,1,consumer,,,,,,,,,,,,,,,,,
6173,15232,wire 1,15210,154,electric wire,392,10,37915,transfer,392,westbend electric wok,1,consumer,11,metal,34,electrical,29,15214,34,electrical,29,15223,2,7,1,channel,,,
6174,15232,wire 1,15210,154,electric wire,392,18,37913,couple,392,westbend electric wok,1,consumer,11,metal,5,solid,1,15214,5,solid,1,15214,2,17,1,connect,,,
6175,15232,wire 1,15210,154,electric wire,392,18,37914,couple,392,westbend electric wok,1,consumer,11,metal,5,solid,1,15237,5,solid,1,15223,2,17,1,connect,,,
6176,15233,nut 2,15210,160,nut-bolt,392,18,37916,couple,392,westbend electric wok,1,consumer,11,metal,5,solid,1,15214,5,solid,1,15211,2,17,1,connect,,,
6177,15233,nut 2,15210,160,nut-bolt,392,18,37917,couple,392,westbend electric wok,1,consumer,11,metal,5,solid,1,15219,5,solid,1,15211,2,17,1,connect,,,
6178,15234,wire 2,15210,154,electric wire,392,10,37920,transfer,392,westbend electric wok,1,consumer,11,metal,34,electrical,29,15220,34,electrical,29,15215,2,7,1,channel,,,
6179,15234,wire 2,15210,154,electric wire,392,18,37918,couple,392,westbend electric wok,1,consumer,11,metal,5,solid,1,15215,5,solid,1,15215,2,17,1,connect,,,
6180,15234,wire 2,15210,154,electric wire,392,18,37919,couple,392,westbend electric wok,1,consumer,11,metal,5,solid,1,15239,5,solid,1,15220,2,17,1,connect,,,
6181,15235,nut 3,15210,160,nut-bolt,392,18,37921,couple,392,westbend electric wok,1,consumer,11,metal,5,solid,1,15215,5,solid,1,15211,2,17,1,connect,,,
6182,15235,nut 3,15210,160,nut-bolt,392,18,37922,couple,392,westbend electric wok,1,consumer,11,metal,5,solid,1,15219,5,solid,1,15211,2,17,1,connect,,,
6183,15236,wire 3,15210,154,electric wire,392,10,37925,transfer,392,westbend electric wok,1,consumer,11,metal,34,electrical,29,15223,34,electrical,29,15220,2,7,1,channel,,,
6184,15236,wire 3,15210,154,electric wire,392,18,37923,couple,392,westbend electric wok,1,consumer,11,metal,5,solid,1,15223,5,solid,1,15223,2,17,1,connect,,,
6185,15236,wire 3,15210,154,electric wire,392,18,37924,couple,392,westbend electric wok,1,consumer,11,metal,5,solid,1,15220,5,solid,1,15220,2,17,1,connect,,,
6186,15237,nut 4,15210,160,nut-bolt,392,18,37926,couple,392,westbend electric wok,1,consumer,11,metal,5,solid,1,15223,5,solid,1,15211,2,17,1,connect,,,
6187,15237,nut 4,15210,160,nut-bolt,392,18,37927,couple,392,westbend electric wok,1,consumer,11,metal,5,solid,1,15232,5,solid,1,15211,2,17,1,connect,,,
6188,15238,pan,15231,128,reservoir,392,8,37933,import,392,westbend electric wok,1,consumer,11,metal,10,mixture,1,15217,10,mixture,1,15217,2,7,1,channel,,,
6189,15238,pan,15231,128,reservoir,392,9,37932,export,392,westbend electric wok,1,consumer,11,metal,10,mixture,1,15217,10,mixture,1,15217,2,7,1,channel,,,
6190,15238,pan,15231,128,reservoir,392,10,37941,transfer,392,westbend electric wok,1,consumer,11,metal,45,thermal,29,15223,45,thermal,29,15217,2,7,1,channel,,,
6191,15238,pan,15231,128,reservoir,392,18,37928,couple,392,westbend electric wok,1,consumer,11,metal,5,solid,1,15223,5,solid,1,15240,2,17,1,connect,,,
6192,15238,pan,15231,128,reservoir,392,18,37929,couple,392,westbend electric wok,1,consumer,11,metal,5,solid,1,15221,5,solid,1,15224,2,17,1,connect,,,
6193,15238,pan,15231,128,reservoir,392,18,37930,couple,392,westbend electric wok,1,consumer,11,metal,5,solid,1,15228,5,solid,1,15240,2,17,1,connect,,,
6194,15238,pan,15231,128,reservoir,392,18,37931,couple,392,westbend electric wok,1,consumer,11,metal,5,solid,1,15227,5,solid,1,15240,2,17,1,connect,,,
6195,15238,pan,15231,128,reservoir,392,38,37940,store,392,westbend electric wok,1,consumer,11,metal,10,mixture,1,15217,10,mixture,1,15217,2,37,1,provision,,,
6196,15238,pan,15231,128,reservoir,392,53,37934,position,392,westbend electric wok,1,consumer,11,metal,5,solid,1,15220,5,solid,1,15211,2,50,1,support,,,
6197,15238,pan,15231,128,reservoir,392,53,37935,position,392,westbend electric wok,1,consumer,11,metal,5,solid,1,15218,5,solid,1,15211,2,50,1,support,,,
6198,15238,pan,15231,128,reservoir,392,53,37936,position,392,westbend electric wok,1,consumer,11,metal,5,solid,1,15223,5,solid,1,15211,2,50,1,support,,,
6199,15238,pan,15231,128,reservoir,392,53,37937,position,392,westbend electric wok,1,consumer,11,metal,5,solid,1,15229,5,solid,1,15229,2,50,1,support,,,
6200,15238,pan,15231,128,reservoir,392,53,37938,position,392,westbend electric wok,1,consumer,11,metal,5,solid,1,15227,5,solid,1,15211,2,50,1,support,,,
6201,15238,pan,15231,128,reservoir,392,53,37939,position,392,westbend electric wok,1,consumer,11,metal,5,solid,1,15219,5,solid,1,15211,2,50,1,support,,,
6202,15239,nut 5,15210,160,nut-bolt,392,18,37942,couple,392,westbend electric wok,1,consumer,11,metal,5,solid,1,15223,5,solid,1,15211,2,17,1,connect,,,
6203,15239,nut 5,15210,160,nut-bolt,392,18,37943,couple,392,westbend electric wok,1,consumer,11,metal,5,solid,1,15236,5,solid,1,15211,2,17,1,connect,,,
6204,15240,nut 6,15210,160,nut-bolt,392,18,37944,couple,392,westbend electric wok,1,consumer,11,metal,5,solid,1,15227,5,solid,1,15211,2,17,1,connect,,,
6205,15240,nut 6,15210,160,nut-bolt,392,18,37945,couple,392,westbend electric wok,1,consumer,11,metal,5,solid,1,15228,5,solid,1,15211,2,17,1,connect,,,
6206,15240,nut 6,15210,160,nut-bolt,392,18,37946,couple,392,westbend electric wok,1,consumer,11,metal,5,solid,1,15223,5,solid,1,15211,2,17,1,connect,,,
6207,15240,nut 6,15210,160,nut-bolt,392,18,37947,couple,392,westbend electric wok,1,consumer,11,metal,5,solid,1,15238,5,solid,1,15211,2,17,1,connect,,,
6208,15241,bottom plate,15231,96,cover,392,13,37950,guide,392,westbend electric wok,1,consumer,11,metal,5,solid,1,15242,5,solid,1,15211,2,7,1,channel,,,
6209,15241,bottom plate,15231,96,cover,392,18,37948,couple,392,westbend electric wok,1,consumer,11,metal,5,solid,1,15230,5,solid,1,15238,2,17,1,connect,,,
6210,15241,bottom plate,15231,96,cover,392,53,37949,position,392,westbend electric wok,1,consumer,11,metal,5,solid,1,15219,5,solid,1,15219,2,50,1,support,,,
6211,15242,actuation lever,15210,89,lever,392,8,37954,import,392,westbend electric wok,1,consumer,11,metal,30,human energy,29,15217,30,human energy,29,15211,2,7,1,channel,,,
6212,15242,actuation lever,15210,89,lever,392,13,37952,guide,392,westbend electric wok,1,consumer,11,metal,5,solid,1,15241,5,solid,1,15241,2,7,1,channel,,,
6213,15242,actuation lever,15210,89,lever,392,13,37953,guide,392,westbend electric wok,1,consumer,11,metal,5,solid,1,15219,5,solid,1,15219,2,7,1,channel,,,
6214,15242,actuation lever,15210,89,lever,392,35,37951,convert,392,westbend electric wok,1,consumer,11,metal,30,human energy,29,15217,26,control,19,15220,1,,,,,,
6215,15242,actuation lever,15210,89,lever,392,52,37955,secure,392,westbend electric wok,1,consumer,11,metal,5,solid,1,15220,5,solid,1,15211,2,50,1,support,,,
6216,15243,hot plate shield,15259,96,cover,393,18,37958,couple,393,white 12 cup regular,1,consumer,15,plastic,5,solid,1,15271,5,solid,1,15262,2,17,1,connect,,,
6217,15243,hot plate shield,15259,96,cover,393,53,37956,position,393,white 12 cup regular,1,consumer,15,plastic,5,solid,1,15258,5,solid,1,15281,2,50,1,support,,,
6218,15243,hot plate shield,15259,96,cover,393,53,37957,position,393,white 12 cup regular,1,consumer,15,plastic,5,solid,1,15259,5,solid,1,15281,2,50,1,support,,,
6219,15243,hot plate shield,15259,96,cover,393,53,37959,position,393,white 12 cup regular,1,consumer,15,plastic,5,solid,1,15274,5,solid,1,15281,2,50,1,support,,,
6220,15244,shower head bracket screw,15280,163,screw,393,18,37960,couple,393,white 12 cup regular,1,consumer,11,metal,5,solid,1,15276,5,solid,1,15281,2,17,1,connect,,,
6221,15244,shower head bracket screw,15280,163,screw,393,18,37961,couple,393,white 12 cup regular,1,consumer,11,metal,5,solid,1,15280,5,solid,1,15281,2,17,1,connect,,,
6222,15245,coffee maker base,15268,50,housing,393,18,37962,couple,393,white 12 cup regular,1,consumer,15,plastic,5,solid,1,15260,5,solid,1,15247,2,17,1,connect,,,
6223,15245,coffee maker base,15268,50,housing,393,53,37963,position,393,white 12 cup regular,1,consumer,15,plastic,5,solid,1,15270,5,solid,1,15281,2,50,1,support,,,
6224,15246,transformer screws,15260,163,screw,393,18,37964,couple,393,white 12 cup regular,1,consumer,11,metal,5,solid,1,15273,5,solid,1,15281,2,17,1,connect,,,
6225,15246,transformer screws,15260,163,screw,393,18,37965,couple,393,white 12 cup regular,1,consumer,11,metal,5,solid,1,15260,5,solid,1,15281,2,17,1,connect,,,
6226,15247,bottom housing screws,15260,163,screw,393,18,37966,couple,393,white 12 cup regular,1,consumer,11,metal,5,solid,1,15260,5,solid,1,15281,2,17,1,connect,,,
6227,15247,bottom housing screws,15260,163,screw,393,18,37967,couple,393,white 12 cup regular,1,consumer,11,metal,5,solid,1,15280,5,solid,1,15281,2,17,1,connect,,,
6228,15248,coffemaker lid,15280,96,cover,393,8,37969,import,393,white 12 cup regular,1,consumer,15,plastic,14,solid-liquid,10,15251,14,solid-liquid,10,15280,2,7,1,channel,,,
6229,15248,coffemaker lid,15280,96,cover,393,8,37970,import,393,white 12 cup regular,1,consumer,15,plastic,5,solid,1,15251,5,solid,1,15265,2,7,1,channel,,,
6230,15248,coffemaker lid,15280,96,cover,393,9,37971,export,393,white 12 cup regular,1,consumer,15,plastic,5,solid,1,15265,5,solid,1,15251,2,7,1,channel,,,
6231,15248,coffemaker lid,15280,96,cover,393,53,37968,position,393,white 12 cup regular,1,consumer,15,plastic,5,solid,1,15264,5,solid,1,15264,2,50,1,support,,,
6232,15249,printed circuit board,15260,145,circuit board,393,18,37979,couple,393,white 12 cup regular,1,consumer,5,composite,5,solid,1,15260,5,solid,1,15247,2,17,1,connect,,,
6233,15249,printed circuit board,15260,145,circuit board,393,23,37974,actuate,393,white 12 cup regular,1,consumer,5,composite,20,status,19,15281,20,status,19,15281,2,22,1,control magnitude,,,
6234,15249,printed circuit board,15260,145,circuit board,393,23,37976,actuate,393,white 12 cup regular,1,consumer,5,composite,34,electrical,29,15281,34,electrical,29,15256,2,22,1,control magnitude,,,
6235,15249,printed circuit board,15260,145,circuit board,393,35,37977,convert,393,white 12 cup regular,1,consumer,5,composite,30,human energy,29,15260,20,status,19,15281,1,,,,,,
6236,15249,printed circuit board,15260,145,circuit board,393,35,37978,convert,393,white 12 cup regular,1,consumer,5,composite,30,human energy,29,15260,20,status,19,15281,1,,,,,,
6237,15249,printed circuit board,15260,145,circuit board,393,38,37975,store,393,white 12 cup regular,1,consumer,5,composite,20,status,19,15281,20,status,19,15281,2,37,1,provision,,,
6238,15249,printed circuit board,15260,145,circuit board,393,52,37972,secure,393,white 12 cup regular,1,consumer,5,composite,5,solid,1,15273,5,solid,1,15281,2,50,1,support,,,
6239,15249,printed circuit board,15260,145,circuit board,393,52,37973,secure,393,white 12 cup regular,1,consumer,5,composite,5,solid,1,15278,5,solid,1,15278,2,50,1,support,,,
6240,15250,drip stopper spring,15265,135,spring,393,13,37982,guide,393,white 12 cup regular,1,consumer,11,metal,5,solid,1,15257,5,solid,1,15257,2,7,1,channel,,,
6241,15250,drip stopper spring,15265,135,spring,393,53,37980,position,393,white 12 cup regular,1,consumer,11,metal,5,solid,1,15272,5,solid,1,15272,2,50,1,support,,,
6242,15250,drip stopper spring,15265,135,spring,393,53,37981,position,393,white 12 cup regular,1,consumer,11,metal,5,solid,1,15265,5,solid,1,15265,2,50,1,support,,,
6243,15251,external,,178,external,393,,,,393,white 12 cup regular,1,consumer,,,,,,,,,,,,,,,,,
6244,15252,base screw 1,15268,163,screw,393,18,37983,couple,393,white 12 cup regular,1,consumer,11,metal,5,solid,1,15245,5,solid,1,15281,2,17,1,connect,,,
6245,15252,base screw 1,15268,163,screw,393,18,37984,couple,393,white 12 cup regular,1,consumer,11,metal,5,solid,1,15260,5,solid,1,15281,2,17,1,connect,,,
6246,15253,base screw 2,15268,163,screw,393,18,37985,couple,393,white 12 cup regular,1,consumer,11,metal,5,solid,1,15245,5,solid,1,15281,2,17,1,connect,,,
6247,15253,base screw 2,15268,163,screw,393,18,37986,couple,393,white 12 cup regular,1,consumer,11,metal,5,solid,1,15260,5,solid,1,15281,2,17,1,connect,,,
6248,15254,carafe lid,15274,96,cover,393,13,37988,guide,393,white 12 cup regular,1,consumer,15,plastic,5,solid,1,15267,5,solid,1,15267,2,7,1,channel,,,
6249,15254,carafe lid,15274,96,cover,393,23,37987,actuate,393,white 12 cup regular,1,consumer,15,plastic,14,solid-liquid,10,15272,14,solid-liquid,10,15274,2,22,1,control magnitude,,,
6250,15254,carafe lid,15274,96,cover,393,53,37989,position,393,white 12 cup regular,1,consumer,15,plastic,5,solid,1,15274,5,solid,1,15274,2,50,1,support,,,
6251,15255,carafe belt,15274,58,belt,393,18,37990,couple,393,white 12 cup regular,1,consumer,11,metal,5,solid,1,15267,5,solid,1,15282,2,17,1,connect,,,
6252,15255,carafe belt,15274,58,belt,393,52,37991,secure,393,white 12 cup regular,1,consumer,11,metal,5,solid,1,15274,5,solid,1,15274,2,50,1,support,,,
6253,15256,heating element,15259,126,heating element,393,10,37997,transfer,393,white 12 cup regular,1,consumer,5,composite,45,thermal,29,15281,45,thermal,29,15259,2,7,1,channel,,,
6254,15256,heating element,15259,126,heating element,393,27,37995,change,393,white 12 cup regular,1,consumer,5,composite,14,solid-liquid,10,15275,14,solid-liquid,10,15277,2,22,1,control magnitude,,,
6255,15256,heating element,15259,126,heating element,393,35,37996,convert,393,white 12 cup regular,1,consumer,5,composite,34,electrical,29,15249,45,thermal,29,15281,1,,,,,,
6256,15256,heating element,15259,126,heating element,393,52,37993,secure,393,white 12 cup regular,1,consumer,5,composite,5,solid,1,15277,5,solid,1,15281,2,50,1,support,,,
6257,15256,heating element,15259,126,heating element,393,52,37994,secure,393,white 12 cup regular,1,consumer,5,composite,5,solid,1,15275,5,solid,1,15281,2,50,1,support,,,
6258,15256,heating element,15259,126,heating element,393,53,37992,position,393,white 12 cup regular,1,consumer,5,composite,5,solid,1,15271,5,solid,1,15271,2,50,1,support,,,
6259,15256,heating element,15259,126,heating element,393,53,37998,position,393,white 12 cup regular,1,consumer,5,composite,5,solid,1,15259,5,solid,1,15281,2,50,1,support,,,
6260,15257,drip stopper gasket,15265,97,seal,393,13,37999,guide,393,white 12 cup regular,1,consumer,15,plastic,5,solid,1,15250,5,solid,1,15250,2,7,1,channel,,,
6261,15257,drip stopper gasket,15265,97,seal,393,52,38000,secure,393,white 12 cup regular,1,consumer,15,plastic,5,solid,1,15272,5,solid,1,15272,2,50,1,support,,,
6262,15257,drip stopper gasket,15265,97,seal,393,53,38001,position,393,white 12 cup regular,1,consumer,15,plastic,5,solid,1,15265,5,solid,1,15265,2,50,1,support,,,
6263,15258,hot plate gasket,15259,97,seal,393,53,38002,position,393,white 12 cup regular,1,consumer,16,rubber,5,solid,1,15243,5,solid,1,15243,2,50,1,support,,,
6264,15258,hot plate gasket,15259,97,seal,393,53,38003,position,393,white 12 cup regular,1,consumer,16,rubber,5,solid,1,15259,5,solid,1,15281,2,50,1,support,,,
6265,15259,hot plate,15260,157,thermal plate,393,6,38007,distribute,393,white 12 cup regular,1,consumer,11,metal,45,thermal,29,15256,45,thermal,29,15251,2,1,1,branch,,,
6266,15259,hot plate,15260,157,thermal plate,393,10,38006,transfer,393,white 12 cup regular,1,consumer,11,metal,45,thermal,29,15256,45,thermal,29,15274,2,7,1,channel,,,
6267,15259,hot plate,15260,157,thermal plate,393,13,38009,guide,393,white 12 cup regular,1,consumer,11,metal,5,solid,1,15274,5,solid,1,15281,2,7,1,channel,,,
6268,15259,hot plate,15260,157,thermal plate,393,53,38004,position,393,white 12 cup regular,1,consumer,11,metal,5,solid,1,15243,5,solid,1,15243,2,50,1,support,,,
6269,15259,hot plate,15260,157,thermal plate,393,53,38005,position,393,white 12 cup regular,1,consumer,11,metal,5,solid,1,15258,5,solid,1,15258,2,50,1,support,,,
6270,15259,hot plate,15260,157,thermal plate,393,53,38008,position,393,white 12 cup regular,1,consumer,11,metal,5,solid,1,15256,5,solid,1,15256,2,50,1,support,,,
6271,15260,bottom housing,15268,50,housing,393,8,38014,import,393,white 12 cup regular,1,consumer,15,plastic,30,human energy,29,15251,30,human energy,29,15249,2,7,1,channel,,,
6272,15260,bottom housing,15268,50,housing,393,18,38010,couple,393,white 12 cup regular,1,consumer,15,plastic,5,solid,1,15280,5,solid,1,15247,2,17,1,connect,,,
6273,15260,bottom housing,15268,50,housing,393,18,38011,couple,393,white 12 cup regular,1,consumer,15,plastic,5,solid,1,15273,5,solid,1,15246,2,17,1,connect,,,
6274,15260,bottom housing,15268,50,housing,393,18,38012,couple,393,white 12 cup regular,1,consumer,15,plastic,5,solid,1,15249,5,solid,1,15269,2,17,1,connect,,,
6275,15260,bottom housing,15268,50,housing,393,18,38013,couple,393,white 12 cup regular,1,consumer,15,plastic,5,solid,1,15278,5,solid,1,15279,2,17,1,connect,,,
6276,15260,bottom housing,15268,50,housing,393,18,38015,couple,393,white 12 cup regular,1,consumer,15,plastic,5,solid,1,15245,5,solid,1,15253,2,17,1,connect,,,
6277,15261,shower head tube gasket,15280,97,seal,393,53,38016,position,393,white 12 cup regular,1,consumer,15,plastic,5,solid,1,15266,5,solid,1,15281,2,50,1,support,,,
6278,15262,heating element screws,15260,163,screw,393,18,38017,couple,393,white 12 cup regular,1,consumer,11,metal,5,solid,1,15271,5,solid,1,15281,2,17,1,connect,,,
6279,15262,heating element screws,15260,163,screw,393,18,38018,couple,393,white 12 cup regular,1,consumer,11,metal,5,solid,1,15243,5,solid,1,15281,2,17,1,connect,,,
6280,15263,clamp,15268,72,clamp,393,18,38020,couple,393,white 12 cup regular,1,consumer,15,plastic,5,solid,1,15260,5,solid,1,15279,2,17,1,connect,,,
6281,15263,clamp,15268,72,clamp,393,53,38019,position,393,white 12 cup regular,1,consumer,15,plastic,5,solid,1,15278,5,solid,1,15281,2,50,1,support,,,
6282,15264,shower head,15280,48,nozzle,393,10,38021,transfer,393,white 12 cup regular,1,consumer,15,plastic,14,solid-liquid,10,15266,14,solid-liquid,10,15265,2,7,1,channel,,,
6283,15264,shower head,15280,48,nozzle,393,13,38022,guide,393,white 12 cup regular,1,consumer,15,plastic,5,solid,1,15266,5,solid,1,15266,2,7,1,channel,,,
6284,15264,shower head,15280,48,nozzle,393,13,38023,guide,393,white 12 cup regular,1,consumer,15,plastic,5,solid,1,15276,5,solid,1,15276,2,7,1,channel,,,
6285,15265,basket,15268,129,container,393,2,38026,separate,393,white 12 cup regular,1,consumer,15,plastic,14,solid-liquid,10,15281,14,solid-liquid,10,15272,2,1,1,branch,,,
6286,15265,basket,15268,129,container,393,9,38027,export,393,white 12 cup regular,1,consumer,15,plastic,5,solid,1,15281,5,solid,1,15248,2,7,1,channel,,,
